task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
pseudoperplexity	pol_Latn	pol	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/pol_Latn
pseudoperplexity	lat_Latn	lat	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/lat_Latn
pseudoperplexity	tur_Latn	tur	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/tur_Latn
pseudoperplexity	fra_Latn	fra	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/fra_Latn
pseudoperplexity	cat_Latn	cat	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/cat_Latn
pseudoperplexity	uig_Arab	uig	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/uig_Arab
pseudoperplexity	arb_Arab	arb	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/arb_Arab
pseudoperplexity	sqi_Latn	sqi	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/sqi_Latn
pseudoperplexity	sin_Sinh	sin	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/sin_Sinh
pseudoperplexity	msa_Latn	msa	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/msa_Latn
pseudoperplexity	swh_Latn	swh	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/swh_Latn
pseudoperplexity	kor_Hang	kor	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kor_Hang
pseudoperplexity	ukr_Cyrl	ukr	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ukr_Cyrl
pseudoperplexity	kir_Cyrl	kir	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kir_Cyrl
pseudoperplexity	yid_Hebr	yid	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/yid_Hebr
pseudoperplexity	heb_Hebr	heb	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/heb_Hebr
pseudoperplexity	nld_Latn	nld	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/nld_Latn
pseudoperplexity	fry_Latn	fry	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/fry_Latn
pseudoperplexity	azb_Arab	azb	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/azb_Arab
pseudoperplexity	glg_Latn	glg	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/glg_Latn
pseudoperplexity	fas_Arab	fas	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/fas_Arab
pseudoperplexity	eng_Latn	eng	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/eng_Latn
pseudoperplexity	mkd_Cyrl	mkd	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mkd_Cyrl
pseudoperplexity	ind_Latn	ind	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ind_Latn
pseudoperplexity	por_Latn	por	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/por_Latn
pseudoperplexity	spa_Latn	spa	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/spa_Latn
pseudoperplexity	dan_Latn	dan	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/dan_Latn
pseudoperplexity	khm_Khmr	khm	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/khm_Khmr
pseudoperplexity	gla_Latn	gla	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/gla_Latn
pseudoperplexity	uig_Latn	uig	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/uig_Latn
pseudoperplexity	kat_Geor	kat	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kat_Geor
pseudoperplexity	mlg_Latn	mlg	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mlg_Latn
pseudoperplexity	snd_Arab	snd	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/snd_Arab
pseudoperplexity	ita_Latn	ita	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ita_Latn
pseudoperplexity	hau_Arab	hau	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/hau_Arab
pseudoperplexity	cym_Latn	cym	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/cym_Latn
pseudoperplexity	srp_Latn	srp	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/srp_Latn
pseudoperplexity	zho_Hani	zho	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/zho_Hani
pseudoperplexity	tha_Thai	tha	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/tha_Thai
pseudoperplexity	swe_Latn	swe	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/swe_Latn
pseudoperplexity	pan_Guru	pan	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/pan_Guru
pseudoperplexity	prs_Arab	prs	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/prs_Arab
pseudoperplexity	pes_Arab	pes	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/pes_Arab
pseudoperplexity	san_Latn	san	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/san_Latn
pseudoperplexity	kaz_Cyrl	kaz	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kaz_Cyrl
pseudoperplexity	kur_Latn	kur	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/kur_Latn
pseudoperplexity	mal_Mlym	mal	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/mal_Mlym
pseudoperplexity	nep_Deva	nep	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/nep_Deva
pseudoperplexity	gle_Latn	gle	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/gle_Latn
pseudoperplexity	swa_Latn	swa	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/swa_Latn
pseudoperplexity	som_Latn	som	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/som_Latn
pseudoperplexity	lit_Latn	lit	head	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/lit_Latn
pseudoperplexity	dtp_Latn	dtp	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/dtp_Latn
pseudoperplexity	xav_Latn	xav	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/xav_Latn
pseudoperplexity	bam_Latn	bam	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/bam_Latn
pseudoperplexity	csb_Latn	csb	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/csb_Latn
pseudoperplexity	ile_Latn	ile	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/ile_Latn
pseudoperplexity	lij_Latn	lij	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/lij_Latn
pseudoperplexity	fur_Latn	fur	v5_target	yes		yes	yes	available_raw_text	/home/axt/mnt2/jongha/v5.2_glot5007/raw/fur_Latn
