task	language_script	language	group	in_task_list	upstream_flag	local_data_exists	has_data	reason	data_path
pos	kan_Knda	kan	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	isl_Latn	isl	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	ori_Orya	ori	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	afr_Latn	afr	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	deu_Latn	deu	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	urd_Arab	urd	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	bul_Cyrl	bul	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	tgl_Latn	tgl	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	eus_Latn	eus	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	pol_Latn	pol	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	lat_Latn	lat	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	tur_Latn	tur	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	fra_Latn	fra	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	cat_Latn	cat	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	uig_Arab	uig	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	arb_Arab	arb	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	sqi_Latn	sqi	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	sin_Sinh	sin	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	msa_Latn	msa	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	swh_Latn	swh	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	kor_Hang	kor	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	ukr_Cyrl	ukr	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	kir_Cyrl	kir	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	yid_Hebr	yid	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	heb_Hebr	heb	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	nld_Latn	nld	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	fry_Latn	fry	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	azb_Arab	azb	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	glg_Latn	glg	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	fas_Arab	fas	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	eng_Latn	eng	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	mkd_Cyrl	mkd	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	ind_Latn	ind	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	por_Latn	por	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	spa_Latn	spa	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	dan_Latn	dan	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	khm_Khmr	khm	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	gla_Latn	gla	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	uig_Latn	uig	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	kat_Geor	kat	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	mlg_Latn	mlg	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	snd_Arab	snd	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	ita_Latn	ita	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	hau_Arab	hau	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	cym_Latn	cym	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	srp_Latn	srp	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	zho_Hani	zho	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	tha_Thai	tha	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	swe_Latn	swe	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	pan_Guru	pan	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	prs_Arab	prs	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	pes_Arab	pes	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	san_Latn	san	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	kaz_Cyrl	kaz	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	kur_Latn	kur	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	mal_Mlym	mal	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	nep_Deva	nep	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	gle_Latn	gle	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	swa_Latn	swa	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	som_Latn	som	head	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	lit_Latn	lit	head	yes	1	yes	yes	available	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	guj_Gujr	guj	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	asm_Beng	asm	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	srp_Cyrl	srp	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	sun_Latn	sun	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	zsm_Latn	zsm	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	aze_Latn	aze	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	fil_Latn	fil	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	bos_Latn	bos	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	dzo_Tibt	dzo	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
pos	sat_Olck	sat	v5_target	no		yes	no	not_in_task_or_flag_zero	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/pos
